0,-0.0898008,-0.00168935
1,-0.132804,-0.0123548
2,-0.172328,-0.0221032
3,-0.197453,-0.0184524
4,-0.186027,-0.0153919
5,-0.16828,-0.0246652
6,-0.209647,-0.0332906
7,-0.25735,-0.0549728
8,-0.28242,-0.0842453
9,-0.264145,-0.113325
10,-0.24902,-0.144679
11,-0.232944,-0.180332
12,-0.212783,-0.192524
13,-0.218199,-0.214939
14,-0.214677,-0.241159
15,-0.128416,-0.259067
16,0.000541726,-0.194826
17,0.129359,-0.258009
18,0.215111,-0.240026
19,0.218542,-0.214528
20,0.223784,-0.194696
21,0.265519,-0.18953
22,0.297564,-0.161528
23,0.307981,-0.131933
24,0.308234,-0.0983008
25,0.287865,-0.0765387
26,0.249507,-0.0728155
27,0.193035,-0.0505106
28,0.191431,-0.0153204
29,0.18754,-0.0184328
30,0.17043,-0.0220957
31,0.132768,-0.0123476
32,0.0897714,-0.00168388
47,-0.0755036,-0.0399564
48,-0.0198496,-0.0153506
49,-5.42905e-05,-0.0265942
50,0.0198037,-0.0152882
51,0.0755011,-0.0399215
80,-0.0506149,0.00622725
81,0.0505614,0.00626523
82,-0.135561,-0.0202985
83,0.135544,-0.0202701
84,-0.102391,-0.134541
85,-0.08511,-0.108642
86,-0.021575,-0.0733698
87,-0.000138528,-0.096137
88,0.0213174,-0.0733979
89,0.0849336,-0.108635
90,0.102376,-0.134593
91,0.101967,-0.151203
92,0.0538672,-0.172329
93,0.000440372,-0.190873
94,-0.0582407,-0.175683
95,-0.101977,-0.151254
96,-0.107403,-0.131141
97,-0.0580843,-0.0703647
98,-0.000128227,-0.120514
99,0.0666705,-0.0786424
100,0.107319,-0.13116
101,0.0450039,-0.0574391
102,6.88135e-05,-0.149423
103,-0.0332822,-0.0446299
